DSU,N,E,ipf,ssf,shuffle,Score,Score Error
Adaptive3/squashing:hist_end,1000000,1000000,0.02,0.5,true,0,0
Usual,1000000,2000000,0.02,0.5,true,1586877.737,184904.992
Usual:hist_begin,1000000,2000000,0.02,0.5,true,0,0
Usual:hist_end,1000000,2000000,0.02,0.5,true,0,0
ParallelUnions/squashing,1000000,2000000,0.02,0.5,true,2018120.471,209000.953
ParallelUnions/squashing:hist_begin,1000000,2000000,0.02,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.02,0.5,true,0,0
Adaptive2/squashing,1000000,2000000,0.02,0.5,true,2524817.194,111727.952
Adaptive2/squashing:hist_begin,1000000,2000000,0.02,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.02,0.5,true,0,0
Adaptive3/squashing,1000000,2000000,0.02,0.5,true,2546729.181,91668.146
Adaptive3/squashing:hist_begin,1000000,2000000,0.02,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.02,0.5,true,0,0
Usual,1000000,4000000,0.02,0.5,true,2680514.616,43068.263
Usual:hist_begin,1000000,4000000,0.02,0.5,true,0,0
Usual:hist_end,1000000,4000000,0.02,0.5,true,0,0
ParallelUnions/squashing,1000000,4000000,0.02,0.5,true,2781940.031,325532.609
ParallelUnions/squashing:hist_begin,1000000,4000000,0.02,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.02,0.5,true,0,0
Adaptive2/squashing,1000000,4000000,0.02,0.5,true,3237562.906,215104.918
Adaptive2/squashing:hist_begin,1000000,4000000,0.02,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.02,0.5,true,0,0
Adaptive3/squashing,1000000,4000000,0.02,0.5,true,3181098.366,148883.480
Adaptive3/squashing:hist_begin,1000000,4000000,0.02,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.02,0.5,true,0,0
Usual,1000000,8000000,0.02,0.5,true,3370533.880,65771.638
Usual:hist_begin,1000000,8000000,0.02,0.5,true,0,0
Usual:hist_end,1000000,8000000,0.02,0.5,true,0,0
ParallelUnions/squashing,1000000,8000000,0.02,0.5,true,3361859.941,135258.524
ParallelUnions/squashing:hist_begin,1000000,8000000,0.02,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.02,0.5,true,0,0
Adaptive2/squashing,1000000,8000000,0.02,0.5,true,3645595.027,121329.595
Adaptive2/squashing:hist_begin,1000000,8000000,0.02,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.02,0.5,true,0,0
Adaptive3/squashing,1000000,8000000,0.02,0.5,true,3620567.694,75617.807
Adaptive3/squashing:hist_begin,1000000,8000000,0.02,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.02,0.5,true,0,0
Usual,1000000,16000000,0.02,0.5,true,3687741.448,111580.647
Usual:hist_begin,1000000,16000000,0.02,0.5,true,0,0
Usual:hist_end,1000000,16000000,0.02,0.5,true,0,0
ParallelUnions/squashing,1000000,16000000,0.02,0.5,true,4097413.214,104272.310
ParallelUnions/squashing:hist_begin,1000000,16000000,0.02,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.02,0.5,true,0,0
Adaptive2/squashing,1000000,16000000,0.02,0.5,true,4001017.518,89309.979
Adaptive2/squashing:hist_begin,1000000,16000000,0.02,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.02,0.5,true,0,0
Adaptive3/squashing,1000000,16000000,0.02,0.5,true,3950819.242,39552.922
Adaptive3/squashing:hist_begin,1000000,16000000,0.02,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.02,0.5,true,0,0
Usual,1000000,1000000,0.05,0.5,true,1174582.355,63630.260
Usual:hist_begin,1000000,1000000,0.05,0.5,true,0,0
Usual:hist_end,1000000,1000000,0.05,0.5,true,0,0
ParallelUnions/squashing,1000000,1000000,0.05,0.5,true,1901806.198,226075.767
ParallelUnions/squashing:hist_begin,1000000,1000000,0.05,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.05,0.5,true,0,0
Adaptive2/squashing,1000000,1000000,0.05,0.5,true,2240682.471,101374.595
Adaptive2/squashing:hist_begin,1000000,1000000,0.05,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.05,0.5,true,0,0
Adaptive3/squashing,1000000,1000000,0.05,0.5,true,2287692.832,100355.498
Adaptive3/squashing:hist_begin,1000000,1000000,0.05,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.05,0.5,true,0,0
Usual,1000000,2000000,0.05,0.5,true,1468285.966,223039.351
Usual:hist_begin,1000000,2000000,0.05,0.5,true,0,0
Usual:hist_end,1000000,2000000,0.05,0.5,true,0,0
ParallelUnions/squashing,1000000,2000000,0.05,0.5,true,2190593.329,54384.711
ParallelUnions/squashing:hist_begin,1000000,2000000,0.05,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.05,0.5,true,0,0
Adaptive2/squashing,1000000,2000000,0.05,0.5,true,2566427.258,61782.559
Adaptive2/squashing:hist_begin,1000000,2000000,0.05,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.05,0.5,true,0,0
Adaptive3/squashing,1000000,2000000,0.05,0.5,true,2557237.517,93554.171
Adaptive3/squashing:hist_begin,1000000,2000000,0.05,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.05,0.5,true,0,0
Usual,1000000,4000000,0.05,0.5,true,2421343.146,244309.574
Usual:hist_begin,1000000,4000000,0.05,0.5,true,0,0
Usual:hist_end,1000000,4000000,0.05,0.5,true,0,0
ParallelUnions/squashing,1000000,4000000,0.05,0.5,true,2716728.129,278657.974
ParallelUnions/squashing:hist_begin,1000000,4000000,0.05,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.05,0.5,true,0,0
Adaptive2/squashing,1000000,4000000,0.05,0.5,true,3003209.339,167177.256
Adaptive2/squashing:hist_begin,1000000,4000000,0.05,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.05,0.5,true,0,0
Adaptive3/squashing,1000000,4000000,0.05,0.5,true,2976522.302,99677.556
Adaptive3/squashing:hist_begin,1000000,4000000,0.05,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.05,0.5,true,0,0
Usual,1000000,8000000,0.05,0.5,true,3367187.372,90700.331
Usual:hist_begin,1000000,8000000,0.05,0.5,true,0,0
Usual:hist_end,1000000,8000000,0.05,0.5,true,0,0
ParallelUnions/squashing,1000000,8000000,0.05,0.5,true,3659377.736,98594.163
ParallelUnions/squashing:hist_begin,1000000,8000000,0.05,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.05,0.5,true,0,0
Adaptive2/squashing,1000000,8000000,0.05,0.5,true,3704482.283,92412.590
Adaptive2/squashing:hist_begin,1000000,8000000,0.05,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.05,0.5,true,0,0
Adaptive3/squashing,1000000,8000000,0.05,0.5,true,3632759.289,47631.701
Adaptive3/squashing:hist_begin,1000000,8000000,0.05,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.05,0.5,true,0,0
Usual,1000000,16000000,0.05,0.5,true,3795881.385,172051.490
Usual:hist_begin,1000000,16000000,0.05,0.5,true,0,0
Usual:hist_end,1000000,16000000,0.05,0.5,true,0,0
ParallelUnions/squashing,1000000,16000000,0.05,0.5,true,3904008.828,54226.749
ParallelUnions/squashing:hist_begin,1000000,16000000,0.05,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.05,0.5,true,0,0
Adaptive2/squashing,1000000,16000000,0.05,0.5,true,3898782.984,131552.119
Adaptive2/squashing:hist_begin,1000000,16000000,0.05,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.05,0.5,true,0,0
Adaptive3/squashing,1000000,16000000,0.05,0.5,true,3862556.564,30473.597
Adaptive3/squashing:hist_begin,1000000,16000000,0.05,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.05,0.5,true,0,0
Usual,1000000,1000000,0.1,0.5,true,1116328.500,51281.451
Usual:hist_begin,1000000,1000000,0.1,0.5,true,0,0
Usual:hist_end,1000000,1000000,0.1,0.5,true,0,0
ParallelUnions/squashing,1000000,1000000,0.1,0.5,true,2033119.592,255585.276
ParallelUnions/squashing:hist_begin,1000000,1000000,0.1,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.1,0.5,true,0,0
Adaptive2/squashing,1000000,1000000,0.1,0.5,true,1891504.630,125964.956
Adaptive2/squashing:hist_begin,1000000,1000000,0.1,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.1,0.5,true,0,0
Adaptive3/squashing,1000000,1000000,0.1,0.5,true,1991091.551,149460.082
Adaptive3/squashing:hist_begin,1000000,1000000,0.1,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.1,0.5,true,0,0
Usual,1000000,2000000,0.1,0.5,true,1683425.068,126107.951
Usual:hist_begin,1000000,2000000,0.1,0.5,true,0,0
Usual:hist_end,1000000,2000000,0.1,0.5,true,0,0
ParallelUnions/squashing,1000000,2000000,0.1,0.5,true,2068908.909,253950.845
ParallelUnions/squashing:hist_begin,1000000,2000000,0.1,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.1,0.5,true,0,0
Adaptive2/squashing,1000000,2000000,0.1,0.5,true,2262358.072,66172.752
Adaptive2/squashing:hist_begin,1000000,2000000,0.1,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.1,0.5,true,0,0
Adaptive3/squashing,1000000,2000000,0.1,0.5,true,2319594.389,82948.381
Adaptive3/squashing:hist_begin,1000000,2000000,0.1,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.1,0.5,true,0,0
Usual,1000000,4000000,0.1,0.5,true,2662912.267,107711.179
Usual:hist_begin,1000000,4000000,0.1,0.5,true,0,0
Usual:hist_end,1000000,4000000,0.1,0.5,true,0,0
ParallelUnions/squashing,1000000,4000000,0.1,0.5,true,2629865.826,142310.543
ParallelUnions/squashing:hist_begin,1000000,4000000,0.1,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.1,0.5,true,0,0
Adaptive2/squashing,1000000,4000000,0.1,0.5,true,2975133.616,86254.642
Adaptive2/squashing:hist_begin,1000000,4000000,0.1,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.1,0.5,true,0,0
Adaptive3/squashing,1000000,4000000,0.1,0.5,true,2975402.378,51321.650
Adaptive3/squashing:hist_begin,1000000,4000000,0.1,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.1,0.5,true,0,0
Usual,1000000,8000000,0.1,0.5,true,3041547.816,273840.962
Usual:hist_begin,1000000,8000000,0.1,0.5,true,0,0
Usual:hist_end,1000000,8000000,0.1,0.5,true,0,0
ParallelUnions/squashing,1000000,8000000,0.1,0.5,true,3595791.003,143904.889
ParallelUnions/squashing:hist_begin,1000000,8000000,0.1,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.1,0.5,true,0,0
Adaptive2/squashing,1000000,8000000,0.1,0.5,true,3494607.885,122821.134
Adaptive2/squashing:hist_begin,1000000,8000000,0.1,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.1,0.5,true,0,0
Adaptive3/squashing,1000000,8000000,0.1,0.5,true,3462346.154,70174.031
Adaptive3/squashing:hist_begin,1000000,8000000,0.1,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.1,0.5,true,0,0
Usual,1000000,16000000,0.1,0.5,true,3808608.138,154182.945
Usual:hist_begin,1000000,16000000,0.1,0.5,true,0,0
Usual:hist_end,1000000,16000000,0.1,0.5,true,0,0
ParallelUnions/squashing,1000000,16000000,0.1,0.5,true,4165917.777,117479.728
ParallelUnions/squashing:hist_begin,1000000,16000000,0.1,0.5,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.1,0.5,true,0,0
Adaptive2/squashing,1000000,16000000,0.1,0.5,true,3710219.516,221446.235
Adaptive2/squashing:hist_begin,1000000,16000000,0.1,0.5,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.1,0.5,true,0,0
Adaptive3/squashing,1000000,16000000,0.1,0.5,true,3841613.254,42054.381
Adaptive3/squashing:hist_begin,1000000,16000000,0.1,0.5,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.1,0.5,true,0,0
Usual,1000000,1000000,0.02,0.65,true,1640283.186,46619.451
Usual:hist_begin,1000000,1000000,0.02,0.65,true,0,0
Usual:hist_end,1000000,1000000,0.02,0.65,true,0,0
ParallelUnions/squashing,1000000,1000000,0.02,0.65,true,2133573.290,267888.386
ParallelUnions/squashing:hist_begin,1000000,1000000,0.02,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.02,0.65,true,0,0
Adaptive2/squashing,1000000,1000000,0.02,0.65,true,2619122.133,189494.085
Adaptive2/squashing:hist_begin,1000000,1000000,0.02,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.02,0.65,true,0,0
Adaptive3/squashing,1000000,1000000,0.02,0.65,true,2625246.447,95803.763
Adaptive3/squashing:hist_begin,1000000,1000000,0.02,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.02,0.65,true,0,0
Usual,1000000,2000000,0.02,0.65,true,1564701.926,73209.125
Usual:hist_begin,1000000,2000000,0.02,0.65,true,0,0
Usual:hist_end,1000000,2000000,0.02,0.65,true,0,0
ParallelUnions/squashing,1000000,2000000,0.02,0.65,true,2463416.754,347607.629
ParallelUnions/squashing:hist_begin,1000000,2000000,0.02,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.02,0.65,true,0,0
Adaptive2/squashing,1000000,2000000,0.02,0.65,true,3000446.605,137050.737
Adaptive2/squashing:hist_begin,1000000,2000000,0.02,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.02,0.65,true,0,0
Adaptive3/squashing,1000000,2000000,0.02,0.65,true,2875481.307,121274.354
Adaptive3/squashing:hist_begin,1000000,2000000,0.02,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.02,0.65,true,0,0
Usual,1000000,4000000,0.02,0.65,true,2719194.409,213597.634
Usual:hist_begin,1000000,4000000,0.02,0.65,true,0,0
Usual:hist_end,1000000,4000000,0.02,0.65,true,0,0
ParallelUnions/squashing,1000000,4000000,0.02,0.65,true,3154594.872,277156.808
ParallelUnions/squashing:hist_begin,1000000,4000000,0.02,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.02,0.65,true,0,0
Adaptive2/squashing,1000000,4000000,0.02,0.65,true,3503567.543,166776.525
Adaptive2/squashing:hist_begin,1000000,4000000,0.02,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.02,0.65,true,0,0
Adaptive3/squashing,1000000,4000000,0.02,0.65,true,3432735.951,119088.180
Adaptive3/squashing:hist_begin,1000000,4000000,0.02,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.02,0.65,true,0,0
Usual,1000000,8000000,0.02,0.65,true,3327098.185,206925.598
Usual:hist_begin,1000000,8000000,0.02,0.65,true,0,0
Usual:hist_end,1000000,8000000,0.02,0.65,true,0,0
ParallelUnions/squashing,1000000,8000000,0.02,0.65,true,3995784.960,35684.860
ParallelUnions/squashing:hist_begin,1000000,8000000,0.02,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.02,0.65,true,0,0
Adaptive2/squashing,1000000,8000000,0.02,0.65,true,3992066.812,81071.360
Adaptive2/squashing:hist_begin,1000000,8000000,0.02,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.02,0.65,true,0,0
Adaptive3/squashing,1000000,8000000,0.02,0.65,true,3860624.254,53001.161
Adaptive3/squashing:hist_begin,1000000,8000000,0.02,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.02,0.65,true,0,0
Usual,1000000,16000000,0.02,0.65,true,4211288.148,44101.984
Usual:hist_begin,1000000,16000000,0.02,0.65,true,0,0
Usual:hist_end,1000000,16000000,0.02,0.65,true,0,0
ParallelUnions/squashing,1000000,16000000,0.02,0.65,true,4323409.970,88373.739
ParallelUnions/squashing:hist_begin,1000000,16000000,0.02,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.02,0.65,true,0,0
Adaptive2/squashing,1000000,16000000,0.02,0.65,true,4120444.275,94405.299
Adaptive2/squashing:hist_begin,1000000,16000000,0.02,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.02,0.65,true,0,0
Adaptive3/squashing,1000000,16000000,0.02,0.65,true,4057631.266,36916.055
Adaptive3/squashing:hist_begin,1000000,16000000,0.02,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.02,0.65,true,0,0
Usual,1000000,1000000,0.05,0.65,true,1407397.828,174658.010
Usual:hist_begin,1000000,1000000,0.05,0.65,true,0,0
Usual:hist_end,1000000,1000000,0.05,0.65,true,0,0
ParallelUnions/squashing,1000000,1000000,0.05,0.65,true,2114309.883,168837.054
ParallelUnions/squashing:hist_begin,1000000,1000000,0.05,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.05,0.65,true,0,0
Adaptive2/squashing,1000000,1000000,0.05,0.65,true,2422774.292,127461.515
Adaptive2/squashing:hist_begin,1000000,1000000,0.05,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.05,0.65,true,0,0
Adaptive3/squashing,1000000,1000000,0.05,0.65,true,2517749.327,81717.250
Adaptive3/squashing:hist_begin,1000000,1000000,0.05,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.05,0.65,true,0,0
Usual,1000000,2000000,0.05,0.65,true,1815646.062,186578.832
Usual:hist_begin,1000000,2000000,0.05,0.65,true,0,0
Usual:hist_end,1000000,2000000,0.05,0.65,true,0,0
ParallelUnions/squashing,1000000,2000000,0.05,0.65,true,2619854.904,111915.690
ParallelUnions/squashing:hist_begin,1000000,2000000,0.05,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.05,0.65,true,0,0
Adaptive2/squashing,1000000,2000000,0.05,0.65,true,3008490.807,107678.912
Adaptive2/squashing:hist_begin,1000000,2000000,0.05,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.05,0.65,true,0,0
Adaptive3/squashing,1000000,2000000,0.05,0.65,true,2841934.072,54464.115
Adaptive3/squashing:hist_begin,1000000,2000000,0.05,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.05,0.65,true,0,0
Usual,1000000,4000000,0.05,0.65,true,2973639.513,70781.249
Usual:hist_begin,1000000,4000000,0.05,0.65,true,0,0
Usual:hist_end,1000000,4000000,0.05,0.65,true,0,0
ParallelUnions/squashing,1000000,4000000,0.05,0.65,true,3144782.677,192982.833
ParallelUnions/squashing:hist_begin,1000000,4000000,0.05,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.05,0.65,true,0,0
Adaptive2/squashing,1000000,4000000,0.05,0.65,true,3354893.052,116743.808
Adaptive2/squashing:hist_begin,1000000,4000000,0.05,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.05,0.65,true,0,0
Adaptive3/squashing,1000000,4000000,0.05,0.65,true,3390745.398,41252.637
Adaptive3/squashing:hist_begin,1000000,4000000,0.05,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.05,0.65,true,0,0
Usual,1000000,8000000,0.05,0.65,true,3740166.473,54273.053
Usual:hist_begin,1000000,8000000,0.05,0.65,true,0,0
Usual:hist_end,1000000,8000000,0.05,0.65,true,0,0
ParallelUnions/squashing,1000000,8000000,0.05,0.65,true,3797166.327,177438.379
ParallelUnions/squashing:hist_begin,1000000,8000000,0.05,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.05,0.65,true,0,0
Adaptive2/squashing,1000000,8000000,0.05,0.65,true,3818793.158,103481.917
Adaptive2/squashing:hist_begin,1000000,8000000,0.05,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.05,0.65,true,0,0
Adaptive3/squashing,1000000,8000000,0.05,0.65,true,3726394.260,29287.902
Adaptive3/squashing:hist_begin,1000000,8000000,0.05,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.05,0.65,true,0,0
Usual,1000000,16000000,0.05,0.65,true,4092867.841,159092.501
Usual:hist_begin,1000000,16000000,0.05,0.65,true,0,0
Usual:hist_end,1000000,16000000,0.05,0.65,true,0,0
ParallelUnions/squashing,1000000,16000000,0.05,0.65,true,4288421.236,50641.651
ParallelUnions/squashing:hist_begin,1000000,16000000,0.05,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.05,0.65,true,0,0
Adaptive2/squashing,1000000,16000000,0.05,0.65,true,4051437.647,126930.313
Adaptive2/squashing:hist_begin,1000000,16000000,0.05,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.05,0.65,true,0,0
Adaptive3/squashing,1000000,16000000,0.05,0.65,true,4002297.707,35876.810
Adaptive3/squashing:hist_begin,1000000,16000000,0.05,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.05,0.65,true,0,0
Usual,1000000,1000000,0.1,0.65,true,1472408.932,205729.004
Usual:hist_begin,1000000,1000000,0.1,0.65,true,0,0
Usual:hist_end,1000000,1000000,0.1,0.65,true,0,0
ParallelUnions/squashing,1000000,1000000,0.1,0.65,true,2161866.986,236682.613
ParallelUnions/squashing:hist_begin,1000000,1000000,0.1,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.1,0.65,true,0,0
Adaptive2/squashing,1000000,1000000,0.1,0.65,true,2300378.128,108815.193
Adaptive2/squashing:hist_begin,1000000,1000000,0.1,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.1,0.65,true,0,0
Adaptive3/squashing,1000000,1000000,0.1,0.65,true,2324780.152,120432.487
Adaptive3/squashing:hist_begin,1000000,1000000,0.1,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.1,0.65,true,0,0
Usual,1000000,2000000,0.1,0.65,true,1710484.621,121408.760
Usual:hist_begin,1000000,2000000,0.1,0.65,true,0,0
Usual:hist_end,1000000,2000000,0.1,0.65,true,0,0
ParallelUnions/squashing,1000000,2000000,0.1,0.65,true,2453001.031,239932.002
ParallelUnions/squashing:hist_begin,1000000,2000000,0.1,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.1,0.65,true,0,0
Adaptive2/squashing,1000000,2000000,0.1,0.65,true,2571324.297,178518.256
Adaptive2/squashing:hist_begin,1000000,2000000,0.1,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.1,0.65,true,0,0
Adaptive3/squashing,1000000,2000000,0.1,0.65,true,2581816.439,113705.579
Adaptive3/squashing:hist_begin,1000000,2000000,0.1,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,2000000,0.1,0.65,true,0,0
Usual,1000000,4000000,0.1,0.65,true,2119660.642,77076.845
Usual:hist_begin,1000000,4000000,0.1,0.65,true,0,0
Usual:hist_end,1000000,4000000,0.1,0.65,true,0,0
ParallelUnions/squashing,1000000,4000000,0.1,0.65,true,3116163.046,377586.368
ParallelUnions/squashing:hist_begin,1000000,4000000,0.1,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,4000000,0.1,0.65,true,0,0
Adaptive2/squashing,1000000,4000000,0.1,0.65,true,3269536.411,114228.141
Adaptive2/squashing:hist_begin,1000000,4000000,0.1,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,4000000,0.1,0.65,true,0,0
Adaptive3/squashing,1000000,4000000,0.1,0.65,true,3221239.919,49432.559
Adaptive3/squashing:hist_begin,1000000,4000000,0.1,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,4000000,0.1,0.65,true,0,0
Usual,1000000,8000000,0.1,0.65,true,3517111.233,206214.235
Usual:hist_begin,1000000,8000000,0.1,0.65,true,0,0
Usual:hist_end,1000000,8000000,0.1,0.65,true,0,0
ParallelUnions/squashing,1000000,8000000,0.1,0.65,true,3678496.677,71409.361
ParallelUnions/squashing:hist_begin,1000000,8000000,0.1,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.1,0.65,true,0,0
Adaptive2/squashing,1000000,8000000,0.1,0.65,true,3688824.896,63543.056
Adaptive2/squashing:hist_begin,1000000,8000000,0.1,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,8000000,0.1,0.65,true,0,0
Adaptive3/squashing,1000000,8000000,0.1,0.65,true,3643498.596,27511.485
Adaptive3/squashing:hist_begin,1000000,8000000,0.1,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,8000000,0.1,0.65,true,0,0
Usual,1000000,16000000,0.1,0.65,true,3999675.074,242261.838
Usual:hist_begin,1000000,16000000,0.1,0.65,true,0,0
Usual:hist_end,1000000,16000000,0.1,0.65,true,0,0
ParallelUnions/squashing,1000000,16000000,0.1,0.65,true,4337782.202,42867.541
ParallelUnions/squashing:hist_begin,1000000,16000000,0.1,0.65,true,0,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.1,0.65,true,0,0
Adaptive2/squashing,1000000,16000000,0.1,0.65,true,3922265.849,150135.908
Adaptive2/squashing:hist_begin,1000000,16000000,0.1,0.65,true,0,0
Adaptive2/squashing:hist_end,1000000,16000000,0.1,0.65,true,0,0
Adaptive3/squashing,1000000,16000000,0.1,0.65,true,3965933.340,27127.333
Adaptive3/squashing:hist_begin,1000000,16000000,0.1,0.65,true,0,0
Adaptive3/squashing:hist_end,1000000,16000000,0.1,0.65,true,0,0
Usual,1000000,1000000,0.02,0.8,true,2192118.172,68066.262
Usual:hist_begin,1000000,1000000,0.02,0.8,true,0,0
Usual:hist_end,1000000,1000000,0.02,0.8,true,0,0
ParallelUnions/squashing,1000000,1000000,0.02,0.8,true,2617182.076,234188.433
ParallelUnions/squashing:hist_begin,1000000,1000000,0.02,0.8,true,0,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.02,0.8,true,0,0
Adaptive2/squashing,1000000,1000000,0.02,0.8,true,3006571.178,136425.151
Adaptive2/squashing:hist_begin,1000000,1000000,0.02,0.8,true,0,0
Adaptive2/squashing:hist_end,1000000,1000000,0.02,0.8,true,0,0
Adaptive3/squashing,1000000,1000000,0.02,0.8,true,3033935.117,65260.540
Adaptive3/squashing:hist_begin,1000000,1000000,0.02,0.8,true,0,0
Adaptive3/squashing:hist_end,1000000,1000000,0.02,0.8,true,0,0
Usual,1000000,2000000,0.02,0.8,true,2845739.217,49062.175
Usual:hist_begin,1000000,2000000,0.02,0.8,true,0,0
Usual:hist_end,1000000,2000000,0.02,0.8,true,0,0
ParallelUnions/squashing,1000000,2000000,0.02,0.8,true,3073120.521,201633.605
ParallelUnions/squashing:hist_begin,1000000,2000000,0.02,0.8,true,0,0
ParallelUnions/squashing:hist_end,1000000,2000000,0.02,0.8,true,0,0
Adaptive2/squashing,1000000,2000000,0.02,0.8,true,3413467.301,97449.250
Adaptive2/squashing:hist_begin,1000000,2000000,0.02,0.8,true,0,0
Adaptive2/squashing:hist_end,1000000,2000000,0.02,0.8,true,0,0
Adaptive3/squashing,1000000,2000000,0.02,0.8,true,3328179.500,75208.222
Adaptive3/squashing:hist_begin,1000000,2000000,0.02,0.8,true,0,0
